RNA_sample,Lysate_sample,Fraction,Time,Temperature,Biorep,Strain,Treatment_group,Treatment_group_ID,Treatment,Treated,Experiment,Sequencing_date,Sample_search,FastQ_folder,UMI,gtf_file,star_index_folder,kallisto_index,sbatch_template,snakefile,kallisto_direction,R1,R2,R3,R1_path,R2_path,R3_path,sequencing_group,spike_group
HG206,L71,Pellet,10min,46C,BR1,yJB042,eIF3b_deplete,tg_3,mock,FALSE,SedSeq,221019,HG206,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG206_S71_R1_001.fastq.gz,AD-JB-1s-221001-HG206_S71_R2_001.fastq.gz,AD-JB-1s-221001-HG206_S71_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG206_S71_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG206_S71_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG206_S71_R3_001.fastq.gz,B,nanoluc
HG207,L72,Pellet,10min,30C,BR1,yJB042,eIF3b_deplete,tg_3,eIF3b_deplete,TRUE,SedSeq,221019,HG207,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG207_S72_R1_001.fastq.gz,AD-JB-1s-221001-HG207_S72_R2_001.fastq.gz,AD-JB-1s-221001-HG207_S72_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG207_S72_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG207_S72_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG207_S72_R3_001.fastq.gz,B,nanoluc
HG208,L73,Pellet,10min,42C,BR1,yJB042,eIF3b_deplete,tg_3,eIF3b_deplete,TRUE,SedSeq,221019,HG208,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG208_S73_R1_001.fastq.gz,AD-JB-1s-221001-HG208_S73_R2_001.fastq.gz,AD-JB-1s-221001-HG208_S73_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG208_S73_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG208_S73_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG208_S73_R3_001.fastq.gz,B,nanoluc
HG209,L74,Pellet,10min,46C,BR1,yJB042,eIF3b_deplete,tg_3,eIF3b_deplete,TRUE,SedSeq,221019,HG209,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG209_S74_R1_001.fastq.gz,AD-JB-1s-221001-HG209_S74_R2_001.fastq.gz,AD-JB-1s-221001-HG209_S74_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG209_S74_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG209_S74_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG209_S74_R3_001.fastq.gz,B,nanoluc
HG210,L75,Pellet,10min,30C,BR2,yJB042,eIF3b_deplete,tg_3,mock,FALSE,SedSeq,221019,HG210,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG210_S75_R1_001.fastq.gz,AD-JB-1s-221001-HG210_S75_R2_001.fastq.gz,AD-JB-1s-221001-HG210_S75_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG210_S75_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG210_S75_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG210_S75_R3_001.fastq.gz,B,nanoluc
HG211,L76,Pellet,10min,42C,BR2,yJB042,eIF3b_deplete,tg_3,mock,FALSE,SedSeq,221019,HG211,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG211_S76_R1_001.fastq.gz,AD-JB-1s-221001-HG211_S76_R2_001.fastq.gz,AD-JB-1s-221001-HG211_S76_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG211_S76_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG211_S76_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG211_S76_R3_001.fastq.gz,B,nanoluc
HG212,L77,Pellet,10min,46C,BR2,yJB042,eIF3b_deplete,tg_3,mock,FALSE,SedSeq,221019,HG212,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG212_S77_R1_001.fastq.gz,AD-JB-1s-221001-HG212_S77_R2_001.fastq.gz,AD-JB-1s-221001-HG212_S77_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG212_S77_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG212_S77_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG212_S77_R3_001.fastq.gz,B,nanoluc
HG213,L78,Pellet,10min,30C,BR2,yJB042,eIF3b_deplete,tg_3,eIF3b_deplete,TRUE,SedSeq,221019,HG213,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG213_S78_R1_001.fastq.gz,AD-JB-1s-221001-HG213_S78_R2_001.fastq.gz,AD-JB-1s-221001-HG213_S78_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG213_S78_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG213_S78_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG213_S78_R3_001.fastq.gz,B,nanoluc
HG214,L79,Pellet,10min,42C,BR2,yJB042,eIF3b_deplete,tg_3,eIF3b_deplete,TRUE,SedSeq,221019,HG214,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG214_S79_R1_001.fastq.gz,AD-JB-1s-221001-HG214_S79_R2_001.fastq.gz,AD-JB-1s-221001-HG214_S79_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG214_S79_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG214_S79_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG214_S79_R3_001.fastq.gz,B,nanoluc
HG215,L80,Pellet,10min,46C,BR2,yJB042,eIF3b_deplete,tg_3,eIF3b_deplete,TRUE,SedSeq,221019,HG215,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG215_S80_R1_001.fastq.gz,AD-JB-1s-221001-HG215_S80_R2_001.fastq.gz,AD-JB-1s-221001-HG215_S80_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG215_S80_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG215_S80_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG215_S80_R3_001.fastq.gz,B,nanoluc
HG216,L81,Pellet,30min,30C,BR1,BY4741,Azide_0.5%_pH6.8,tg_20,mock,FALSE,SedSeq,221019,HG216,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG216_S81_R1_001.fastq.gz,AD-JB-1s-221001-HG216_S81_R2_001.fastq.gz,AD-JB-1s-221001-HG216_S81_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG216_S81_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG216_S81_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG216_S81_R3_001.fastq.gz,B,nanoluc
HG217,L82,Pellet,30min,30C,BR1,BY4741,Azide_0.5%_pH6.8,tg_20,Azide_0.5%_pH6.8,TRUE,SedSeq,221019,HG217,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG217_S82_R1_001.fastq.gz,AD-JB-1s-221001-HG217_S82_R2_001.fastq.gz,AD-JB-1s-221001-HG217_S82_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG217_S82_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG217_S82_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG217_S82_R3_001.fastq.gz,B,nanoluc
HG218,L83,Pellet,30min,30C,BR2,BY4741,Azide_0.5%_pH6.8,tg_20,mock,FALSE,SedSeq,221019,HG218,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG218_S83_R1_001.fastq.gz,AD-JB-1s-221001-HG218_S83_R2_001.fastq.gz,AD-JB-1s-221001-HG218_S83_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG218_S83_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG218_S83_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG218_S83_R3_001.fastq.gz,B,nanoluc
HG219,L84,Pellet,30min,30C,BR2,BY4741,Azide_0.5%_pH6.8,tg_20,Azide_0.5%_pH6.8,TRUE,SedSeq,221019,HG219,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG219_S84_R1_001.fastq.gz,AD-JB-1s-221001-HG219_S84_R2_001.fastq.gz,AD-JB-1s-221001-HG219_S84_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG219_S84_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG219_S84_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG219_S84_R3_001.fastq.gz,B,nanoluc
F01,L89,Total,NA,30C,BR1,yHG010,hairpinReporters,tg_2,none,FALSE,SedSeq,230331,F01,230331_A00639_1570_AHHVTHDMXY-NovaRS127-FC01-AD-JB-RS-F21,FALSE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-JB-F01_S43_R1_001.fastq.gz,AD-JB-F01_S43_R2_001.fastq.gz,NA,230331_A00639_1570_AHHVTHDMXY-NovaRS127-FC01-AD-JB-RS-F21/FastQ/AD-JB-F01_S43_R1_001.fastq.gz,230331_A00639_1570_AHHVTHDMXY-NovaRS127-FC01-AD-JB-RS-F21/FastQ/AD-JB-F01_S43_R2_001.fastq.gz,NA,C,nanoluc
F02,L90,Total,NA,30C,BR1,yHG005,hairpinReporters,tg_2,none,FALSE,SedSeq,230331,F02,230331_A00639_1570_AHHVTHDMXY-NovaRS127-FC01-AD-JB-RS-F21,FALSE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-JB-F02_S44_R1_001.fastq.gz,AD-JB-F02_S44_R2_001.fastq.gz,NA,230331_A00639_1570_AHHVTHDMXY-NovaRS127-FC01-AD-JB-RS-F21/FastQ/AD-JB-F02_S44_R1_001.fastq.gz,230331_A00639_1570_AHHVTHDMXY-NovaRS127-FC01-AD-JB-RS-F21/FastQ/AD-JB-F02_S44_R2_001.fastq.gz,NA,C,nanoluc
F03,L91,Total,NA,30C,BR1,yHG006,hairpinReporters,tg_2,none,FALSE,SedSeq,230331,F03,230331_A00639_1570_AHHVTHDMXY-NovaRS127-FC01-AD-JB-RS-F21,FALSE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-JB-F03_S45_R1_001.fastq.gz,AD-JB-F03_S45_R2_001.fastq.gz,NA,230331_A00639_1570_AHHVTHDMXY-NovaRS127-FC01-AD-JB-RS-F21/FastQ/AD-JB-F03_S45_R1_001.fastq.gz,230331_A00639_1570_AHHVTHDMXY-NovaRS127-FC01-AD-JB-RS-F21/FastQ/AD-JB-F03_S45_R2_001.fastq.gz,NA,C,nanoluc
F04,L92,Total,NA,30C,BR1,yHG007,hairpinReporters,tg_2,none,FALSE,SedSeq,230331,F04,230331_A00639_1570_AHHVTHDMXY-NovaRS127-FC01-AD-JB-RS-F21,FALSE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-JB-F04_S46_R1_001.fastq.gz,AD-JB-F04_S46_R2_001.fastq.gz,NA,230331_A00639_1570_AHHVTHDMXY-NovaRS127-FC01-AD-JB-RS-F21/FastQ/AD-JB-F04_S46_R1_001.fastq.gz,230331_A00639_1570_AHHVTHDMXY-NovaRS127-FC01-AD-JB-RS-F21/FastQ/AD-JB-F04_S46_R2_001.fastq.gz,NA,C,nanoluc
F05,L93,Total,NA,30C,BR1,yHG008,hairpinReporters,tg_2,none,FALSE,SedSeq,230331,F05,230331_A00639_1570_AHHVTHDMXY-NovaRS127-FC01-AD-JB-RS-F21,FALSE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-JB-F05_S47_R1_001.fastq.gz,AD-JB-F05_S47_R2_001.fastq.gz,NA,230331_A00639_1570_AHHVTHDMXY-NovaRS127-FC01-AD-JB-RS-F21/FastQ/AD-JB-F05_S47_R1_001.fastq.gz,230331_A00639_1570_AHHVTHDMXY-NovaRS127-FC01-AD-JB-RS-F21/FastQ/AD-JB-F05_S47_R2_001.fastq.gz,NA,C,nanoluc
F06,L94,Total,NA,30C,BR1,yHG026,hairpinReporters,tg_2,none,FALSE,SedSeq,230331,F06,230331_A00639_1570_AHHVTHDMXY-NovaRS127-FC01-AD-JB-RS-F21,FALSE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-JB-F06_S48_R1_001.fastq.gz,AD-JB-F06_S48_R2_001.fastq.gz,NA,230331_A00639_1570_AHHVTHDMXY-NovaRS127-FC01-AD-JB-RS-F21/FastQ/AD-JB-F06_S48_R1_001.fastq.gz,230331_A00639_1570_AHHVTHDMXY-NovaRS127-FC01-AD-JB-RS-F21/FastQ/AD-JB-F06_S48_R2_001.fastq.gz,NA,C,nanoluc
F07,L95,Total,NA,30C,BR1,yHG027,hairpinReporters,tg_2,none,FALSE,SedSeq,230331,F07,230331_A00639_1570_AHHVTHDMXY-NovaRS127-FC01-AD-JB-RS-F21,FALSE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-JB-F07_S49_R1_001.fastq.gz,AD-JB-F07_S49_R2_001.fastq.gz,NA,230331_A00639_1570_AHHVTHDMXY-NovaRS127-FC01-AD-JB-RS-F21/FastQ/AD-JB-F07_S49_R1_001.fastq.gz,230331_A00639_1570_AHHVTHDMXY-NovaRS127-FC01-AD-JB-RS-F21/FastQ/AD-JB-F07_S49_R2_001.fastq.gz,NA,C,nanoluc
F08,L89,Sup,NA,30C,BR1,yHG010,hairpinReporters,tg_2,none,FALSE,SedSeq,230331,F08,230331_A00639_1570_AHHVTHDMXY-NovaRS127-FC01-AD-JB-RS-F21,FALSE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-JB-F08_S50_R1_001.fastq.gz,AD-JB-F08_S50_R2_001.fastq.gz,NA,230331_A00639_1570_AHHVTHDMXY-NovaRS127-FC01-AD-JB-RS-F21/FastQ/AD-JB-F08_S50_R1_001.fastq.gz,230331_A00639_1570_AHHVTHDMXY-NovaRS127-FC01-AD-JB-RS-F21/FastQ/AD-JB-F08_S50_R2_001.fastq.gz,NA,C,nanoluc
F09,L90,Sup,NA,30C,BR1,yHG005,hairpinReporters,tg_2,none,FALSE,SedSeq,230331,F09,230331_A00639_1570_AHHVTHDMXY-NovaRS127-FC01-AD-JB-RS-F21,FALSE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-JB-F09_S51_R1_001.fastq.gz,AD-JB-F09_S51_R2_001.fastq.gz,NA,230331_A00639_1570_AHHVTHDMXY-NovaRS127-FC01-AD-JB-RS-F21/FastQ/AD-JB-F09_S51_R1_001.fastq.gz,230331_A00639_1570_AHHVTHDMXY-NovaRS127-FC01-AD-JB-RS-F21/FastQ/AD-JB-F09_S51_R2_001.fastq.gz,NA,C,nanoluc
F10,L91,Sup,NA,30C,BR1,yHG006,hairpinReporters,tg_2,none,FALSE,SedSeq,230331,F10,230331_A00639_1570_AHHVTHDMXY-NovaRS127-FC01-AD-JB-RS-F21,FALSE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-JB-F10_S52_R1_001.fastq.gz,AD-JB-F10_S52_R2_001.fastq.gz,NA,230331_A00639_1570_AHHVTHDMXY-NovaRS127-FC01-AD-JB-RS-F21/FastQ/AD-JB-F10_S52_R1_001.fastq.gz,230331_A00639_1570_AHHVTHDMXY-NovaRS127-FC01-AD-JB-RS-F21/FastQ/AD-JB-F10_S52_R2_001.fastq.gz,NA,C,nanoluc
