ORF	gene	length.protein	classification	label	Length5UTR	Length3UTR	Length5UTR.est	Length3UTR.est	LengthTxEst	unspliced.CDS.length	LengthTxUnsplicedEst	ENA	SGD_ID	ncrna_classification	RNAcentral_ID	length.ncRNA
YKL022C	CDC16	840	Verified	other	NA	NA	48	123	2694	2523	2694	NA	NA	NA	NA	NA
YKL023C-A	MIN9	75	Verified	other	NA	NA	48	123	399	228	399	NA	NA	NA	NA	NA
YKL023W	SKA1	277	Verified	other	27	703	27	703	1564	834	1564	NA	NA	NA	NA	NA
YKL024C	URA6	204	Verified	other	212	99	212	99	926	615	926	NA	NA	NA	NA	NA
YKL025C	PAN3	679	Verified	other	31	72	31	72	2143	2040	2143	NA	NA	NA	NA	NA
YKL026C	GPX1	167	Verified	MSN2/4	100	188	100	188	792	504	792	NA	NA	NA	NA	NA
YKL027W	TCD2	447	Verified	other	72	117	72	117	1533	1344	1533	NA	NA	NA	NA	NA
YKL028W	TFA1	482	Verified	other	30	307	30	307	1786	1449	1786	NA	NA	NA	NA	NA
YKL029C	MAE1	669	Verified	other	49	114	49	114	2173	2010	2173	NA	NA	NA	NA	NA
YKL030W	NA	201	Dubious	other	NA	NA	48	123	777	606	777	NA	NA	NA	NA	NA
YKL031W	NA	137	Dubious	other	NA	NA	48	123	585	414	585	NA	NA	NA	NA	NA
YKL032C	IXR1	597	Verified	other	NA	NA	48	123	1965	1794	1965	NA	NA	NA	NA	NA
YKL033W	TTI1	1038	Verified	other	18	287	18	287	3422	3117	3422	NA	NA	NA	NA	NA
YKL033W-A	NA	236	Verified	other	80	70	80	70	861	711	861	NA	NA	NA	NA	NA
YKL034W	TUL1	758	Verified	other	91	87	91	87	2455	2277	2455	NA	NA	NA	NA	NA
YKL035W	UGP1	499	Verified	other	74	153	74	153	1727	1500	1727	NA	NA	NA	NA	NA
YKL036C	NA	130	Dubious	other	71	331	71	331	795	393	795	NA	NA	NA	NA	NA
YKL037W	AIM26	118	Verified	other	NA	NA	48	123	528	357	528	NA	NA	NA	NA	NA
YKL038W	RGT1	1170	Verified	other	235	166	235	166	3914	3513	3914	NA	NA	NA	NA	NA
YKL039W	PTM1	523	Verified	other	139	235	139	235	1946	1572	1946	NA	NA	NA	NA	NA
YKL040C	NFU1	256	Verified	other	44	265	44	265	1080	771	1080	NA	NA	NA	NA	NA
YKL041W	VPS24	224	Verified	other	94	77	94	77	846	675	846	NA	NA	NA	NA	NA
YKL042W	SPC42	363	Verified	other	138	214	138	214	1444	1092	1444	NA	NA	NA	NA	NA
YKL043W	PHD1	366	Verified	other	267	174	267	174	1542	1101	1542	NA	NA	NA	NA	NA
YKL044W	MMO1	106	Verified	other	76	68	76	68	465	321	465	NA	NA	NA	NA	NA
YKL045W	PRI2	528	Verified	other	67	103	67	103	1757	1587	1757	NA	NA	NA	NA	NA
YKL046C	DCW1	449	Verified	other	239	220	239	220	1809	1350	1809	NA	NA	NA	NA	NA
YKL047W	ANR2	516	Verified	other	31	109	31	109	1691	1551	1691	NA	NA	NA	NA	NA
YKL048C	ELM1	640	Verified	other	85	141	85	141	2149	1923	2149	NA	NA	NA	NA	NA
YKL049C	CSE4	229	Verified	other	39	112	39	112	841	690	841	NA	NA	NA	NA	NA
YKL050C	LPX2	922	Verified	other	NA	NA	48	123	2940	2769	2940	NA	NA	NA	NA	NA
YKL051W	SFK1	353	Verified	other	150	301	150	301	1513	1062	1513	NA	NA	NA	NA	NA
YKL052C	ASK1	292	Verified	other	37	40	37	40	956	879	956	NA	NA	NA	NA	NA
YKL053C-A	MDM35	86	Verified	other	70	112	70	112	443	261	443	NA	NA	NA	NA	NA
YKL053W	NA	124	Dubious	other	419	1280	419	1280	2074	375	2074	NA	NA	NA	NA	NA
YKL054C	DEF1	738	Verified	other	110	215	110	215	2542	2217	2542	NA	NA	NA	NA	NA
YKL055C	OAR1	278	Verified	other	34	192	34	192	1063	837	1063	NA	NA	NA	NA	NA
YKL056C	TMA19	167	Verified	other	43	168	43	168	715	504	715	NA	NA	NA	NA	NA
YKL057C	NUP120	1037	Verified	other	49	57	49	57	3220	3114	3220	NA	NA	NA	NA	NA
YKL058W	TOA2	122	Verified	other	30	239	30	239	638	369	638	NA	NA	NA	NA	NA
YKL059C	MPE1	441	Verified	other	64	105	64	105	1495	1326	1495	NA	NA	NA	NA	NA
YKL060C	FBA1	359	Verified	glycolysis	24	77	24	77	1181	1080	1181	NA	NA	NA	NA	NA
YKL061W	BLI1	113	Verified	other	17	245	17	245	604	342	604	NA	NA	NA	NA	NA
YKL062W	MSN4	630	Verified	other	98	209	98	209	2200	1893	2200	NA	NA	NA	NA	NA
YKL063C	NA	167	Uncharacterized	other	152	171	152	171	827	504	827	NA	NA	NA	NA	NA
YKL064W	MNR2	969	Verified	other	157	36	157	36	3103	2910	3103	NA	NA	NA	NA	NA
YKL065C	YET1	206	Verified	MSN2/4	36	106	36	106	763	621	763	NA	NA	NA	NA	NA
YKL065W-A	DPC7	73	Verified	other	40	108	40	108	370	222	370	NA	NA	NA	NA	NA
YKL066W	NA	147	Dubious	other	NA	NA	48	123	615	444	615	NA	NA	NA	NA	NA
YKL067W	YNK1	153	Verified	MSN2/4	70	199	70	199	731	462	731	NA	NA	NA	NA	NA
YKL068W	NUP100	959	Verified	other	96	102	96	102	3078	2880	3078	NA	NA	NA	NA	NA
YKL068W-A	NA	78	Uncharacterized	other	38	244	38	244	519	237	519	NA	NA	NA	NA	NA
YKL069W	NA	180	Verified	other	18	62	18	62	623	543	623	NA	NA	NA	NA	NA
YKL070W	NA	169	Uncharacterized	other	NA	NA	48	123	681	510	681	NA	NA	NA	NA	NA
YKL071W	OSI1	256	Verified	other	772	87	772	87	1630	771	1630	NA	NA	NA	NA	NA
YKL072W	STB6	766	Verified	other	238	584	238	584	3123	2301	3123	NA	NA	NA	NA	NA
YKL073W	LHS1	881	Verified	other	39	84	39	84	2769	2646	2769	NA	NA	NA	NA	NA
YKL074C	MUD2	527	Verified	other	22	74	22	74	1680	1584	1680	NA	NA	NA	NA	NA
YKL075C	AAN1	450	Verified	other	85	170	85	170	1608	1353	1608	NA	NA	NA	NA	NA
YKL076C	PSY1	127	Dubious	other	1113	45	1113	45	1542	384	1542	NA	NA	NA	NA	NA
YKL077W	PSG1	392	Verified	other	64	244	64	244	1487	1179	1487	NA	NA	NA	NA	NA
YKL078W	DHR2	735	Verified	RiBi	33	87	33	87	2328	2208	2328	NA	NA	NA	NA	NA
YKL079W	SMY1	656	Verified	other	65	73	65	73	2109	1971	2109	NA	NA	NA	NA	NA
YKL080W	VMA5	392	Verified	other	95	64	95	64	1338	1179	1338	NA	NA	NA	NA	NA
YKL081W	TEF4	412	Verified	translation factors	33	212	33	212	1484	1565	1810	NA	NA	NA	NA	NA
YKL082C	RRP14	434	Verified	RiBi	50	140	50	140	1495	1305	1495	NA	NA	NA	NA	NA
YKL083W	NA	204	Dubious	other	758	2603	758	2603	3976	615	3976	NA	NA	NA	NA	NA
YKL084W	HOT13	116	Verified	other	42	177	42	177	570	351	570	NA	NA	NA	NA	NA
YKL085W	MDH1	334	Verified	MSN2/4	94	366	94	366	1465	1005	1465	NA	NA	NA	NA	NA
YKL086W	SRX1	127	Verified	other	24	75	24	75	483	384	483	NA	NA	NA	NA	NA
YKL087C	CYT2	224	Verified	other	99	127	99	127	901	675	901	NA	NA	NA	NA	NA
YKL088W	CAB3	571	Verified	other	29	210	29	210	1955	1716	1955	NA	NA	NA	NA	NA
YKL089W	MIF2	549	Verified	other	25	97	25	97	1772	1650	1772	NA	NA	NA	NA	NA
YKL090W	CUE2	443	Verified	MSN2/4	9	165	9	165	1506	1332	1506	NA	NA	NA	NA	NA
YKL091C	NA	310	Verified	other	36	102	36	102	1071	933	1071	NA	NA	NA	NA	NA
YKL092C	BUD2	1104	Verified	other	76	130	76	130	3521	3315	3521	NA	NA	NA	NA	NA
YKL093W	MBR1	339	Verified	other	61	185	61	185	1266	1020	1266	NA	NA	NA	NA	NA
YKL094W	YJU3	313	Verified	other	23	89	23	89	1054	942	1054	NA	NA	NA	NA	NA
YKL095W	YJU2	278	Verified	other	NA	NA	48	123	1008	837	1008	NA	NA	NA	NA	NA
YKL096C-B	NA	49	Uncharacterized	other	NA	NA	48	123	321	150	321	NA	NA	NA	NA	NA
YKL096W	CWP1	239	Verified	other	42	99	42	99	861	720	861	NA	NA	NA	NA	NA
YKL096W-A	CWP2	92	Verified	other	38	174	38	174	491	279	491	NA	NA	NA	NA	NA
YKL097C	NA	136	Uncharacterized	other	NA	NA	48	123	582	411	582	NA	NA	NA	NA	NA
YKL098W	MTC2	357	Verified	other	30	94	30	94	1198	1074	1198	NA	NA	NA	NA	NA
YKL099C	UTP11	250	Verified	RiBi	75	104	75	104	932	753	932	NA	NA	NA	NA	NA
YKL100C	YPF1	587	Verified	other	23	241	23	241	2028	1764	2028	NA	NA	NA	NA	NA
YKL100W-A	NA	29	Dubious	other	NA	NA	48	123	261	90	261	NA	NA	NA	NA	NA
YKL101W	HSL1	1518	Verified	other	261	56	261	56	4874	4557	4874	NA	NA	NA	NA	NA
YKL102C	NA	101	Uncharacterized	other	NA	NA	48	123	477	306	477	NA	NA	NA	NA	NA
YKL103C	APE1	514	Verified	other	70	177	70	177	1792	1545	1792	NA	NA	NA	NA	NA
YKL104C	GFA1	717	Verified	other	188	230	188	230	2572	2154	2572	NA	NA	NA	NA	NA
YKL104W-A	NA	84	Verified	other	NA	NA	48	123	426	255	426	NA	NA	NA	NA	NA
YKL105C	SEG2	1132	Verified	other	199	197	199	197	3795	3399	3795	NA	NA	NA	NA	NA
YKL106C-A	NA	39	Uncharacterized	other	3	533	3	533	656	120	656	NA	NA	NA	NA	NA
YKL106W	AAT1	451	Verified	other	100	129	100	129	1585	1356	1585	NA	NA	NA	NA	NA
YKL107W	NA	309	Verified	other	34	141	34	141	1105	930	1105	NA	NA	NA	NA	NA
YKL108W	SLD2	453	Verified	other	51	67	51	67	1480	1362	1480	NA	NA	NA	NA	NA
YKL109W	HAP4	554	Verified	other	271	352	271	352	2288	1665	2288	NA	NA	NA	NA	NA
YKL110C	KTI12	313	Verified	other	53	130	53	130	1125	942	1125	NA	NA	NA	NA	NA
YKL111C	NA	111	Dubious	other	NA	NA	48	123	507	336	507	NA	NA	NA	NA	NA
YKL112W	ABF1	731	Verified	other	148	141	148	141	2485	2196	2485	NA	NA	NA	NA	NA
YKL113C	RAD27	382	Verified	other	26	108	26	108	1283	1149	1283	NA	NA	NA	NA	NA
YKL114C	APN1	367	Verified	other	34	85	34	85	1223	1104	1223	NA	NA	NA	NA	NA
YKL115C	NA	130	Dubious	other	NA	NA	48	123	564	393	564	NA	NA	NA	NA	NA
YKL116C	PRR1	518	Verified	other	200	142	200	142	1899	1557	1899	NA	NA	NA	NA	NA
YKL117W	SBA1	216	Verified	other	39	203	39	203	893	651	893	NA	NA	NA	NA	NA
YKL118W	NA	103	Dubious	other	NA	NA	48	123	483	312	483	NA	NA	NA	NA	NA
YKL119C	VPH2	215	Verified	other	40	138	40	138	826	648	826	NA	NA	NA	NA	NA
YKL120W	OAC1	324	Verified	other	116	173	116	173	1264	975	1264	NA	NA	NA	NA	NA
YKL121W	DGR2	852	Uncharacterized	other	212	124	212	124	2895	2559	2895	NA	NA	NA	NA	NA
YKL122C	SRP21	167	Verified	other	34	90	34	90	628	504	628	NA	NA	NA	NA	NA
YKL123W	NA	126	Dubious	other	1542	76	1542	76	1999	381	1999	NA	NA	NA	NA	NA
YKL124W	SSH4	579	Verified	MSN2/4	124	156	124	156	2020	1740	2020	NA	NA	NA	NA	NA
YKL125W	RRN3	627	Verified	other	94	159	94	159	2137	1884	2137	NA	NA	NA	NA	NA
YKL126W	YPK1	680	Verified	other	202	73	202	73	2318	2043	2318	NA	NA	NA	NA	NA
YKL127W	PGM1	570	Verified	other	40	144	40	144	1897	1713	1897	NA	NA	NA	NA	NA
YKL128C	PMU1	295	Verified	other	26	190	26	190	1104	888	1104	NA	NA	NA	NA	NA
YKL129C	MYO3	1272	Verified	other	92	106	92	106	4017	3819	4017	NA	NA	NA	NA	NA
YKL130C	SHE2	246	Verified	other	52	130	52	130	923	741	923	NA	NA	NA	NA	NA
YKL131W	NA	173	Dubious	other	NA	NA	48	123	693	522	693	NA	NA	NA	NA	NA
YKL132C	RMA1	430	Verified	other	136	157	136	157	1586	1293	1586	NA	NA	NA	NA	NA
YKL133C	RCI50	463	Uncharacterized	other	23	55	23	55	1470	1392	1470	NA	NA	NA	NA	NA
YKL134C	OCT1	772	Verified	other	52	263	52	263	2634	2319	2634	NA	NA	NA	NA	NA
YKL135C	APL2	726	Verified	other	112	121	112	121	2414	2181	2414	NA	NA	NA	NA	NA
YKL136W	NA	132	Dubious	other	NA	NA	48	123	570	399	570	NA	NA	NA	NA	NA
YKL137W	CMC1	111	Verified	other	66	157	66	157	559	336	559	NA	NA	NA	NA	NA
YKL138C	MRPL31	131	Verified	other	94	115	94	115	605	396	605	NA	NA	NA	NA	NA
YKL138C-A	HSK3	69	Verified	other	22	282	22	282	514	210	514	NA	NA	NA	NA	NA
YKL139W	CTK1	528	Verified	other	188	63	188	63	1838	1587	1838	NA	NA	NA	NA	NA
YKL140W	TGL1	548	Verified	MSN2/4	250	163	250	163	2060	1647	2060	NA	NA	NA	NA	NA
YKL141W	SDH3	198	Verified	other	27	118	27	118	742	597	742	NA	NA	NA	NA	NA
YKL142W	MRP8	219	Verified	MSN2/4	54	140	54	140	854	660	854	NA	NA	NA	NA	NA
YKL143W	LTV1	463	Verified	other	46	102	46	102	1540	1392	1540	NA	NA	NA	NA	NA
YKL144C	RPC25	212	Verified	other	54	127	54	127	820	639	820	NA	NA	NA	NA	NA
YKL145W	RPT1	467	Verified	other	49	103	49	103	1556	1404	1556	NA	NA	NA	NA	NA
YKL145W-A	NA	30	Dubious	other	781	669	781	669	1543	93	1543	NA	NA	NA	NA	NA
YKL146W	AVT3	692	Verified	other	58	86	58	86	2223	2079	2223	NA	NA	NA	NA	NA
YKL147C	NA	205	Dubious	other	NA	NA	48	123	789	618	789	NA	NA	NA	NA	NA
YKL148C	SDH1	640	Verified	other	152	180	152	180	2255	1923	2255	NA	NA	NA	NA	NA
YKL149C	DBR1	405	Verified	other	20	129	20	129	1367	1218	1367	NA	NA	NA	NA	NA
YKL150W	MCR1	302	Verified	MSN2/4	90	114	90	114	1113	909	1113	NA	NA	NA	NA	NA
YKL151C	NNR2	337	Verified	other	5	1109	5	1109	2128	1014	2128	NA	NA	NA	NA	NA
YKL152C	GPM1	247	Verified	glycolysis	23	142	23	142	909	744	909	NA	NA	NA	NA	NA
YKL153W	NA	169	Dubious	other	NA	NA	48	123	681	510	681	NA	NA	NA	NA	NA
YKL154W	SRP102	244	Verified	other	80	65	80	65	880	735	880	NA	NA	NA	NA	NA
YKL155C	RSM22	628	Verified	other	30	45	30	45	1962	1887	1962	NA	NA	NA	NA	NA
YKL156C-A	NA	38	Dubious	other	NA	NA	48	123	288	117	288	NA	NA	NA	NA	NA
YKL156W	RPS27A	82	Verified	RP	23	221	23	221	493	600	844	NA	NA	NA	NA	NA
YKL157W	APE2	952	Verified	other	24	144	24	144	3027	3242	3410	NA	NA	NA	NA	NA
YKL159C	RCN1	211	Verified	other	40	115	40	115	791	636	791	NA	NA	NA	NA	NA
YKL160W	ELF1	145	Verified	other	16	92	16	92	546	438	546	NA	NA	NA	NA	NA
YKL161C	KDX1	433	Verified	other	169	324	169	324	1795	1302	1795	NA	NA	NA	NA	NA
YKL162C	NA	402	Uncharacterized	other	76	336	76	336	1621	1209	1621	NA	NA	NA	NA	NA
YKL162C-A	NA	50	Dubious	other	NA	NA	48	123	324	153	324	NA	NA	NA	NA	NA
YKL163W	PIR3	325	Verified	MSN2/4	765	349	765	349	2092	978	2092	NA	NA	NA	NA	NA
YKL164C	PIR1	341	Verified	other	75	235	75	235	1336	1026	1336	NA	NA	NA	NA	NA
YKL165C	MCD4	919	Verified	other	44	152	44	152	2956	2760	2956	NA	NA	NA	NA	NA
YKL165C-A	NA	77	Dubious	other	NA	NA	48	123	405	234	405	NA	NA	NA	NA	NA
YKL166C	TPK3	398	Verified	other	169	220	169	220	1586	1197	1586	NA	NA	NA	NA	NA
YKL167C	MRP49	137	Verified	other	20	161	20	161	595	414	595	NA	NA	NA	NA	NA
YKL168C	KKQ8	724	Verified	other	10	166	10	166	2351	2175	2351	NA	NA	NA	NA	NA
YKL169C	NA	127	Dubious	other	123	396	123	396	903	384	903	NA	NA	NA	NA	NA
YKL170W	MRPL38	138	Verified	other	73	146	73	146	636	417	636	NA	NA	NA	NA	NA
YKL171W	NNK1	928	Verified	other	80	149	80	149	3016	2787	3016	NA	NA	NA	NA	NA
YKL172W	EBP2	427	Verified	RiBi	29	110	29	110	1423	1284	1423	NA	NA	NA	NA	NA
YKL173W	SNU114	1008	Verified	other	25	103	25	103	3155	3027	3155	NA	NA	NA	NA	NA
YKL174C	TPO5	618	Verified	other	86	90	86	90	2033	1857	2033	NA	NA	NA	NA	NA
YKL175W	ZRT3	503	Verified	other	46	102	46	102	1660	1512	1660	NA	NA	NA	NA	NA
YKL176C	LST4	828	Verified	other	346	142	346	142	2975	2487	2975	NA	NA	NA	NA	NA
YKL177W	NA	112	Dubious	other	NA	NA	48	123	510	339	510	NA	NA	NA	NA	NA
YKL178C	STE3	470	Verified	other	126	277	126	277	1816	1413	1816	NA	NA	NA	NA	NA
YKL179C	COY1	679	Verified	other	23	127	23	127	2190	2040	2190	NA	NA	NA	NA	NA
YKL180W	RPL17A	184	Verified	RP	27	92	27	92	674	861	980	NA	NA	NA	NA	NA
YKL181W	PRS1	427	Verified	other	176	119	176	119	1579	1284	1579	NA	NA	NA	NA	NA
YKL182W	FAS1	2051	Verified	other	NA	NA	48	123	6327	6156	6327	NA	NA	NA	NA	NA
YKL183C-A	NA	70	Uncharacterized	other	NA	NA	48	123	384	213	384	NA	NA	NA	NA	NA
YKL183W	LOT5	306	Verified	other	151	142	151	142	1214	921	1214	NA	NA	NA	NA	NA
YKL184W	SPE1	466	Verified	other	160	278	160	278	1839	1401	1839	NA	NA	NA	NA	NA
YKL185W	ASH1	588	Verified	other	348	113	348	113	2228	1767	2228	NA	NA	NA	NA	NA
YKL186C	MTR2	184	Verified	other	113	100	113	100	768	555	768	NA	NA	NA	NA	NA
YKL187C	FAT3	750	Verified	other	NA	NA	48	123	2424	2253	2424	NA	NA	NA	NA	NA
YKL188C	PXA2	853	Verified	other	NA	NA	48	123	2733	2562	2733	NA	NA	NA	NA	NA
YKL189W	HYM1	399	Verified	other	99	172	99	172	1471	1200	1471	NA	NA	NA	NA	NA
YKL190W	CNB1	175	Verified	other	38	168	38	168	734	604	810	NA	NA	NA	NA	NA
YKL191W	DPH2	534	Verified	translation factors	24	102	24	102	1731	1605	1731	NA	NA	NA	NA	NA
YKL192C	ACP1	125	Verified	other	40	137	40	137	555	378	555	NA	NA	NA	NA	NA
YKL193C	SDS22	338	Verified	other	34	106	34	106	1157	1017	1157	NA	NA	NA	NA	NA
YKL194C	MST1	462	Verified	other	39	209	39	209	1637	1389	1637	NA	NA	NA	NA	NA
YKL195W	MIA40	403	Verified	other	34	145	34	145	1391	1212	1391	NA	NA	NA	NA	NA
YKL196C	YKT6	200	Verified	other	47	160	47	160	810	603	810	NA	NA	NA	NA	NA
YKL197C	PEX1	1043	Verified	other	32	418	32	418	3582	3132	3582	NA	NA	NA	NA	NA
YKL198C	PTK1	662	Verified	other	103	120	103	120	2212	1989	2212	NA	NA	NA	NA	NA
YKL201C	MNN4	1178	Verified	other	NA	NA	48	123	3708	3537	3708	NA	NA	NA	NA	NA
YKL202W	NA	193	Dubious	other	NA	NA	48	123	753	582	753	NA	NA	NA	NA	NA
YKL203C	TOR2	2474	Verified	RiBi	NA	NA	48	123	7596	7425	7596	NA	NA	NA	NA	NA
YKL204W	EAP1	632	Verified	translation factors	34	158	34	158	2091	1899	2091	NA	NA	NA	NA	NA
YKL205W	LOS1	1100	Verified	other	36	120	36	120	3459	3303	3459	NA	NA	NA	NA	NA
YKL206C	ADD66	267	Verified	other	27	66	27	66	897	804	897	NA	NA	NA	NA	NA
YKL207W	EMC3	253	Verified	other	31	74	31	74	867	762	867	NA	NA	NA	NA	NA
YKL208W	CBT1	271	Verified	RiBi	18	113	18	113	947	816	947	NA	NA	NA	NA	NA
YKL209C	STE6	1290	Verified	other	NA	NA	48	123	4044	3873	4044	NA	NA	NA	NA	NA
YKL210W	UBA1	1024	Verified	other	44	14	44	14	3133	3075	3133	NA	NA	NA	NA	NA
YKL211C	TRP3	484	Verified	other	NA	NA	48	123	1626	1455	1626	NA	NA	NA	NA	NA
YKL212W	SAC1	623	Verified	other	201	94	201	94	2167	1872	2167	NA	NA	NA	NA	NA
YKL213C	DOA1	715	Verified	other	29	70	29	70	2247	2148	2247	NA	NA	NA	NA	NA
YKL214C	YRA2	203	Verified	other	64	66	64	66	742	612	742	NA	NA	NA	NA	NA
YKL215C	OXP1	1286	Verified	other	NA	NA	48	123	4032	3861	4032	NA	NA	NA	NA	NA
YKL216W	URA1	314	Verified	other	50	289	50	289	1284	945	1284	NA	NA	NA	NA	NA
YKL217W	JEN1	616	Verified	other	66	115	66	115	2032	1851	2032	NA	NA	NA	NA	NA
YKL218C	SRY1	326	Verified	other	72	200	72	200	1253	981	1253	NA	NA	NA	NA	NA
YKL219W	COS9	407	Verified	other	NA	NA	48	123	1395	1224	1395	NA	NA	NA	NA	NA
YKL220C	FRE2	711	Verified	other	155	176	155	176	2467	2136	2467	NA	NA	NA	NA	NA
YKL221W	MCH2	473	Verified	other	NA	NA	48	123	1593	1422	1593	NA	NA	NA	NA	NA
YKL222C	NA	705	Verified	other	126	275	126	275	2519	2118	2519	NA	NA	NA	NA	NA
YKL223W	NA	110	Dubious	other	NA	NA	48	123	504	333	504	NA	NA	NA	NA	NA
YKL224C	PAU16	123	Verified	other	NA	NA	48	123	543	372	543	NA	NA	NA	NA	NA
YKL225W	NA	115	Dubious	other	NA	NA	48	123	519	348	519	NA	NA	NA	NA	NA
YKR001C	VPS1	704	Verified	other	48	139	48	139	2302	2115	2302	NA	NA	NA	NA	NA
YKR002W	PAP1	568	Verified	other	225	76	225	76	2008	1707	2008	NA	NA	NA	NA	NA
YKR003W	OSH6	448	Verified	other	86	105	86	105	1538	1347	1538	NA	NA	NA	NA	NA
YKR004C	ECM9	377	Verified	other	43	70	43	70	1247	1238	1351	NA	NA	NA	NA	NA
YKR005C	NA	525	Uncharacterized	other	89	174	89	174	1841	1647	1910	NA	NA	NA	NA	NA
YKR006C	MRPL13	264	Verified	other	19	91	19	91	905	795	905	NA	NA	NA	NA	NA
YKR007W	MEH1	184	Verified	other	23	84	23	84	662	555	662	NA	NA	NA	NA	NA
YKR008W	RSC4	625	Verified	other	27	118	27	118	2023	1878	2023	NA	NA	NA	NA	NA
YKR009C	FOX2	900	Verified	other	77	135	77	135	2915	2703	2915	NA	NA	NA	NA	NA
YKR010C	TOF2	771	Verified	other	91	127	91	127	2534	2316	2534	NA	NA	NA	NA	NA
YKR011C	NA	353	Verified	other	98	118	98	118	1278	1062	1278	NA	NA	NA	NA	NA
YKR012C	NA	125	Dubious	other	884	81	884	81	1343	378	1343	NA	NA	NA	NA	NA
YKR013W	PRY2	329	Verified	other	45	127	45	127	1162	990	1162	NA	NA	NA	NA	NA
YKR014C	YPT52	234	Verified	other	130	95	130	95	930	705	930	NA	NA	NA	NA	NA
YKR015C	NA	568	Uncharacterized	other	700	201	700	201	2608	1707	2608	NA	NA	NA	NA	NA
YKR016W	MIC60	540	Verified	other	46	223	46	223	1892	1623	1892	NA	NA	NA	NA	NA
YKR017C	HEL1	551	Verified	other	111	174	111	174	1941	1656	1941	NA	NA	NA	NA	NA
YKR018C	NA	725	Verified	other	27	159	27	159	2364	2178	2364	NA	NA	NA	NA	NA
YKR019C	IRS4	615	Verified	other	90	88	90	88	2026	1848	2026	NA	NA	NA	NA	NA
YKR020W	VPS51	164	Verified	other	17	237	17	237	749	495	749	NA	NA	NA	NA	NA
YKR021W	ALY1	915	Verified	other	69	160	69	160	2977	2748	2977	NA	NA	NA	NA	NA
YKR022C	NTR2	322	Verified	other	52	128	52	128	1149	969	1149	NA	NA	NA	NA	NA
YKR023W	RQT4	530	Verified	other	48	84	48	84	1725	1593	1725	NA	NA	NA	NA	NA
YKR024C	DBP7	742	Verified	RiBi	27	83	27	83	2339	2229	2339	NA	NA	NA	NA	NA
YKR025W	RPC37	282	Verified	other	31	68	31	68	948	849	948	NA	NA	NA	NA	NA
YKR026C	GCN3	305	Verified	translation factors	84	179	84	179	1181	918	1181	NA	NA	NA	NA	NA
YKR027W	BCH2	765	Verified	other	61	87	61	87	2446	2298	2446	NA	NA	NA	NA	NA
YKR028W	SAP190	1033	Verified	other	375	175	375	175	3652	3102	3652	NA	NA	NA	NA	NA
YKR029C	SET3	751	Verified	other	5	107	5	107	2368	2256	2368	NA	NA	NA	NA	NA
YKR030W	GMH1	273	Verified	other	52	116	52	116	990	822	990	NA	NA	NA	NA	NA
YKR031C	SPO14	1683	Verified	other	NA	NA	48	123	5223	5052	5223	NA	NA	NA	NA	NA
YKR032W	NA	104	Uncharacterized	other	NA	NA	48	123	486	315	486	NA	NA	NA	NA	NA
YKR033C	NA	141	Dubious	other	NA	NA	48	123	597	426	597	NA	NA	NA	NA	NA
YKR034W	DAL80	269	Verified	other	NA	NA	48	123	981	810	981	NA	NA	NA	NA	NA
YKR035C	OPI8	213	Dubious	other	NA	NA	48	123	813	642	813	NA	NA	NA	NA	NA
YKR035W-A	DID2	204	Verified	other	30	128	30	128	773	615	773	NA	NA	NA	NA	NA
YKR036C	CAF4	643	Verified	other	30	119	30	119	2081	1932	2081	NA	NA	NA	NA	NA
YKR037C	SPC34	295	Verified	other	34	156	34	156	1078	888	1078	NA	NA	NA	NA	NA
YKR038C	KAE1	386	Verified	other	18	118	18	118	1297	1161	1297	NA	NA	NA	NA	NA
YKR039W	GAP1	602	Verified	other	43	126	43	126	1978	1809	1978	NA	NA	NA	NA	NA
YKR040C	NA	167	Dubious	other	NA	NA	48	123	675	504	675	NA	NA	NA	NA	NA
YKR041W	NA	250	Verified	other	6	414	6	414	1173	753	1173	NA	NA	NA	NA	NA
YKR042W	UTH1	365	Verified	other	207	228	207	228	1533	1098	1533	NA	NA	NA	NA	NA
YKR043C	SHB17	271	Verified	RiBi	32	139	32	139	987	816	987	NA	NA	NA	NA	NA
YKR044W	UIP5	443	Verified	other	85	68	85	68	1485	1332	1485	NA	NA	NA	NA	NA
YKR045C	NA	183	Uncharacterized	other	28	639	28	639	1219	552	1219	NA	NA	NA	NA	NA
YKR046C	PLN1	283	Verified	other	9	164	9	164	1025	852	1025	NA	NA	NA	NA	NA
YKR047W	NA	101	Dubious	other	NA	NA	48	123	477	306	477	NA	NA	NA	NA	NA
YKR048C	NAP1	417	Verified	other	24	132	24	132	1410	1254	1410	NA	NA	NA	NA	NA
YKR049C	FMP46	133	Verified	MSN2/4	17	63	17	63	482	402	482	NA	NA	NA	NA	NA
YKR050W	TRK2	889	Verified	other	949	93	949	93	3712	2670	3712	NA	NA	NA	NA	NA
YKR051W	HFL1	418	Verified	other	133	76	133	76	1466	1257	1466	NA	NA	NA	NA	NA
YKR052C	MRS4	304	Verified	other	98	357	98	357	1370	915	1370	NA	NA	NA	NA	NA
YKR053C	YSR3	404	Verified	other	392	87	392	87	1694	1215	1694	NA	NA	NA	NA	NA
YKR054C	DYN1	4092	Verified	other	NA	NA	48	123	12450	12279	12450	NA	NA	NA	NA	NA
YKR055W	RHO4	291	Verified	other	42	306	42	306	1224	876	1224	NA	NA	NA	NA	NA
